state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price,arrivals_in_tonnes
Madhya Pradesh,Ujjain,Ujjain APMC,Soybean,Yellow,2026-06-17,4146.71,4853.22,4512.1,85.7
Madhya Pradesh,Ujjain,Ujjain APMC,Wheat,Sharbati,2026-06-17,2582.82,2940.61,2792.39,122.3
Maharashtra,Ahmednagar,Kopargaon,Onion,Red,2026-06-18,1748.19,2132.65,1967.82,105.3
Maharashtra,Ahmednagar,Kopargaon,Tomato,Hybrid,2026-06-18,1731.21,2121.01,1847.0,114.6
Maharashtra,Ahmednagar,Kopargaon,Soybean,Yellow,2026-06-18,3924.88,4518.89,4157.86,107.7
Maharashtra,Ahmednagar,Kopargaon,Wheat,Sharbati,2026-06-18,2481.86,2863.32,2644.59,98.8
Madhya Pradesh,Indore,Indore Mandi,Onion,Red,2026-06-18,1987.05,2423.9,2248.8,206.2
Madhya Pradesh,Indore,Indore Mandi,Tomato,Hybrid,2026-06-18,1796.2,2157.0,1985.72,166.4
Madhya Pradesh,Indore,Indore Mandi,Soybean,Yellow,2026-06-18,4195.25,4936.91,4640.72,157.1
Madhya Pradesh,Indore,Indore Mandi,Wheat,Sharbati,2026-06-18,2695.1,3067.87,2909.6,94.0
Maharashtra,Jalgaon,Jalgaon Main,Onion,Red,2026-06-18,1979.61,2246.67,2089.58,117.4
Maharashtra,Jalgaon,Jalgaon Main,Tomato,Hybrid,2026-06-18,1621.4,2011.51,1809.89,186.1
Maharashtra,Jalgaon,Jalgaon Main,Soybean,Yellow,2026-06-18,3964.5,4457.63,4229.91,157.9
Maharashtra,Jalgaon,Jalgaon Main,Wheat,Sharbati,2026-06-18,2554.22,3091.63,2708.28,140.7
Maharashtra,Nandurbar,Nandurbar APMC,Onion,Red,2026-06-18,1724.5,2019.12,1916.24,119.1
Maharashtra,Nandurbar,Nandurbar APMC,Tomato,Hybrid,2026-06-18,1664.93,2082.87,1839.41,65.8
Maharashtra,Nandurbar,Nandurbar APMC,Soybean,Yellow,2026-06-18,3818.3,4625.12,4205.74,158.2
Maharashtra,Nandurbar,Nandurbar APMC,Wheat,Sharbati,2026-06-18,2301.76,2841.2,2610.49,145.2
Maharashtra,Nashik,Lasalgaon,Onion,Red,2026-06-18,1847.79,2248.49,1973.04,153.9
Maharashtra,Nashik,Lasalgaon,Tomato,Hybrid,2026-06-18,1598.53,1904.25,1736.82,123.3
Maharashtra,Nashik,Lasalgaon,Soybean,Yellow,2026-06-18,3705.78,4417.27,4038.78,131.2
Maharashtra,Nashik,Lasalgaon,Wheat,Sharbati,2026-06-18,2387.35,2827.96,2551.43,129.4
Maharashtra,Nashik,Pimpalgaon,Onion,Red,2026-06-18,1763.11,2150.3,1967.86,108.5
Maharashtra,Nashik,Pimpalgaon,Tomato,Hybrid,2026-06-18,1674.29,2117.59,1897.7,141.1
Maharashtra,Nashik,Pimpalgaon,Soybean,Yellow,2026-06-18,3939.83,4814.45,4186.88,67.5
Maharashtra,Nashik,Pimpalgaon,Wheat,Sharbati,2026-06-18,2341.65,2898.99,2602.3,97.3
Maharashtra,Pune,Pune(Gultekdi),Onion,Red,2026-06-18,2048.99,2562.32,2327.11,129.1
Maharashtra,Pune,Pune(Gultekdi),Tomato,Hybrid,2026-06-18,1764.78,2189.56,1978.28,122.7
Maharashtra,Pune,Pune(Gultekdi),Soybean,Yellow,2026-06-18,4228.38,5077.79,4720.41,178.5
Maharashtra,Pune,Pune(Gultekdi),Wheat,Sharbati,2026-06-18,2649.56,3294.39,2962.15,131.8
Maharashtra,Solapur,Solapur Mandi,Onion,Red,2026-06-18,1989.66,2432.59,2171.37,134.1
Maharashtra,Solapur,Solapur Mandi,Tomato,Hybrid,2026-06-18,1583.91,1891.82,1792.72,89.9
Maharashtra,Solapur,Solapur Mandi,Soybean,Yellow,2026-06-18,4184.18,4971.1,4458.07,66.8
Maharashtra,Solapur,Solapur Mandi,Wheat,Sharbati,2026-06-18,2537.32,3084.09,2832.14,119.3
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Red,2026-06-18,1912.13,2360.67,2148.12,130.6
Madhya Pradesh,Ujjain,Ujjain APMC,Tomato,Hybrid,2026-06-18,1675.69,1982.57,1873.05,156.3
Madhya Pradesh,Ujjain,Ujjain APMC,Soybean,Yellow,2026-06-18,4053.3,4988.73,4462.73,18.5
Madhya Pradesh,Ujjain,Ujjain APMC,Wheat,Sharbati,2026-06-18,2530.88,3105.13,2780.4,143.4
Maharashtra,Ahmednagar,Kopargaon,Onion,Red,2026-06-19,1824.11,2104.62,1971.66,122.4
Maharashtra,Ahmednagar,Kopargaon,Tomato,Hybrid,2026-06-19,1697.9,1949.76,1851.16,135.7
Maharashtra,Ahmednagar,Kopargaon,Soybean,Yellow,2026-06-19,3892.76,4636.35,4282.23,122.9
Maharashtra,Ahmednagar,Kopargaon,Wheat,Sharbati,2026-06-19,2366.42,2966.28,2665.66,164.5
Madhya Pradesh,Indore,Indore Mandi,Onion,Red,2026-06-19,1916.49,2463.87,2161.82,126.5
Madhya Pradesh,Indore,Indore Mandi,Tomato,Hybrid,2026-06-19,1778.07,2171.57,1965.1,127.8
Madhya Pradesh,Indore,Indore Mandi,Soybean,Yellow,2026-06-19,4332.82,5197.45,4704.59,64.7
Madhya Pradesh,Indore,Indore Mandi,Wheat,Sharbati,2026-06-19,2591.02,3249.15,2862.13,107.0
Maharashtra,Jalgaon,Jalgaon Main,Onion,Red,2026-06-19,1926.5,2320.08,2039.21,108.7
Maharashtra,Jalgaon,Jalgaon Main,Tomato,Hybrid,2026-06-19,1730.27,1966.2,1860.44,135.6
Maharashtra,Jalgaon,Jalgaon Main,Soybean,Yellow,2026-06-19,3913.1,4669.46,4348.05,134.1
Maharashtra,Jalgaon,Jalgaon Main,Wheat,Sharbati,2026-06-19,2373.54,3012.52,2648.54,109.5
Maharashtra,Nandurbar,Nandurbar APMC,Onion,Red,2026-06-19,1960.64,2312.76,2092.01,76.9
Maharashtra,Nandurbar,Nandurbar APMC,Tomato,Hybrid,2026-06-19,1610.95,1996.63,1745.54,112.8
Maharashtra,Nandurbar,Nandurbar APMC,Soybean,Yellow,2026-06-19,3875.68,4734.26,4216.25,39.0
Maharashtra,Nandurbar,Nandurbar APMC,Wheat,Sharbati,2026-06-19,2342.65,2957.04,2623.05,77.1
Maharashtra,Nashik,Lasalgaon,Onion,Red,2026-06-19,1835.63,2298.69,2047.24,146.3
Maharashtra,Nashik,Lasalgaon,Tomato,Hybrid,2026-06-19,1545.74,1765.13,1646.39,20.9
Maharashtra,Nashik,Lasalgaon,Soybean,Yellow,2026-06-19,3779.38,4635.32,4099.34,117.0
Maharashtra,Nashik,Lasalgaon,Wheat,Sharbati,2026-06-19,2222.33,2738.73,2512.26,49.9
Maharashtra,Nashik,Pimpalgaon,Onion,Red,2026-06-19,1946.55,2323.98,2105.86,70.9
Maharashtra,Nashik,Pimpalgaon,Tomato,Hybrid,2026-06-19,1770.88,2055.7,1888.63,103.8
Maharashtra,Nashik,Pimpalgaon,Soybean,Yellow,2026-06-19,3757.44,4603.12,4158.39,88.7
Maharashtra,Nashik,Pimpalgaon,Wheat,Sharbati,2026-06-19,2367.85,2845.65,2605.05,124.6
Maharashtra,Pune,Pune(Gultekdi),Onion,Red,2026-06-19,1998.22,2510.27,2263.36,100.2
Maharashtra,Pune,Pune(Gultekdi),Tomato,Hybrid,2026-06-19,1820.85,2045.43,1926.26,106.4
Maharashtra,Pune,Pune(Gultekdi),Soybean,Yellow,2026-06-19,4419.59,5456.06,4814.36,81.5
Maharashtra,Pune,Pune(Gultekdi),Wheat,Sharbati,2026-06-19,2690.85,3275.68,2994.18,124.7
Maharashtra,Solapur,Solapur Mandi,Onion,Red,2026-06-19,2022.18,2274.92,2138.58,174.2
Maharashtra,Solapur,Solapur Mandi,Tomato,Hybrid,2026-06-19,1573.17,1969.17,1765.06,97.0
Maharashtra,Solapur,Solapur Mandi,Soybean,Yellow,2026-06-19,4269.99,5229.74,4549.39,125.8
Maharashtra,Solapur,Solapur Mandi,Wheat,Sharbati,2026-06-19,2588.92,3211.66,2823.14,72.2
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Red,2026-06-19,1977.21,2373.62,2187.83,147.4
Madhya Pradesh,Ujjain,Ujjain APMC,Tomato,Hybrid,2026-06-19,1892.31,2244.01,2019.48,108.2
Madhya Pradesh,Ujjain,Ujjain APMC,Soybean,Yellow,2026-06-19,3920.5,4699.37,4425.32,147.0
Madhya Pradesh,Ujjain,Ujjain APMC,Wheat,Sharbati,2026-06-19,2667.48,3225.94,2829.34,135.0
Maharashtra,Ahmednagar,Kopargaon,Onion,Red,2026-06-20,2025.63,2346.86,2188.36,136.6
Maharashtra,Ahmednagar,Kopargaon,Tomato,Hybrid,2026-06-20,1644.89,2098.93,1844.51,101.5
Maharashtra,Ahmednagar,Kopargaon,Soybean,Yellow,2026-06-20,3973.32,4745.55,4235.61,148.3
Maharashtra,Ahmednagar,Kopargaon,Wheat,Sharbati,2026-06-20,2494.6,2840.74,2638.99,141.8
Madhya Pradesh,Indore,Indore Mandi,Onion,Red,2026-06-20,2136.0,2522.82,2266.45,131.9
Madhya Pradesh,Indore,Indore Mandi,Tomato,Hybrid,2026-06-20,1854.6,2360.91,2083.23,139.4
Madhya Pradesh,Indore,Indore Mandi,Soybean,Yellow,2026-06-20,4280.08,5329.67,4677.57,99.3
Madhya Pradesh,Indore,Indore Mandi,Wheat,Sharbati,2026-06-20,2749.09,3149.76,2905.06,129.9
Maharashtra,Jalgaon,Jalgaon Main,Onion,Red,2026-06-20,1996.38,2386.15,2155.84,134.4
Maharashtra,Jalgaon,Jalgaon Main,Tomato,Hybrid,2026-06-20,1744.39,2058.19,1887.69,144.2
Maharashtra,Jalgaon,Jalgaon Main,Soybean,Yellow,2026-06-20,3819.51,4707.19,4276.19,193.7
Maharashtra,Jalgaon,Jalgaon Main,Wheat,Sharbati,2026-06-20,2532.74,3043.41,2702.53,66.2
Maharashtra,Nandurbar,Nandurbar APMC,Onion,Red,2026-06-20,1833.12,2191.84,2040.06,93.6
Maharashtra,Nandurbar,Nandurbar APMC,Tomato,Hybrid,2026-06-20,1713.32,2018.92,1847.4,177.1
Maharashtra,Nandurbar,Nandurbar APMC,Soybean,Yellow,2026-06-20,3981.71,4772.05,4274.58,124.4
Maharashtra,Nandurbar,Nandurbar APMC,Wheat,Sharbati,2026-06-20,2477.83,2747.73,2614.83,91.3
Maharashtra,Nashik,Lasalgaon,Onion,Red,2026-06-20,1904.17,2279.9,2021.21,130.4
Maharashtra,Nashik,Lasalgaon,Tomato,Hybrid,2026-06-20,1483.3,1814.39,1671.49,95.2
Maharashtra,Nashik,Lasalgaon,Soybean,Yellow,2026-06-20,3836.66,4577.57,4086.64,65.9
Maharashtra,Nashik,Lasalgaon,Wheat,Sharbati,2026-06-20,2253.79,2780.2,2556.07,115.5
Maharashtra,Nashik,Pimpalgaon,Onion,Red,2026-06-20,1775.81,2270.99,1992.35,128.1
Maharashtra,Nashik,Pimpalgaon,Tomato,Hybrid,2026-06-20,1799.41,2053.84,1943.06,90.0
Maharashtra,Nashik,Pimpalgaon,Soybean,Yellow,2026-06-20,3770.81,4522.39,4151.39,160.8
Maharashtra,Nashik,Pimpalgaon,Wheat,Sharbati,2026-06-20,2336.51,2807.25,2598.67,138.6
Maharashtra,Pune,Pune(Gultekdi),Onion,Red,2026-06-20,2071.96,2509.07,2353.55,95.0
Maharashtra,Pune,Pune(Gultekdi),Tomato,Hybrid,2026-06-20,1775.53,2257.29,1992.79,106.2
Maharashtra,Pune,Pune(Gultekdi),Soybean,Yellow,2026-06-20,4282.52,5065.33,4802.77,120.9
Maharashtra,Pune,Pune(Gultekdi),Wheat,Sharbati,2026-06-20,2764.87,3384.5,2970.19,191.6
Maharashtra,Solapur,Solapur Mandi,Onion,Red,2026-06-20,1938.91,2415.42,2147.71,147.5
Maharashtra,Solapur,Solapur Mandi,Tomato,Hybrid,2026-06-20,1696.4,2081.92,1853.65,131.3
Maharashtra,Solapur,Solapur Mandi,Soybean,Yellow,2026-06-20,4192.48,4962.55,4525.87,141.1
Maharashtra,Solapur,Solapur Mandi,Wheat,Sharbati,2026-06-20,2497.3,3031.42,2806.86,125.6
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Red,2026-06-20,2011.35,2402.24,2185.34,170.9
Madhya Pradesh,Ujjain,Ujjain APMC,Tomato,Hybrid,2026-06-20,1854.96,2217.14,2037.99,124.9
Madhya Pradesh,Ujjain,Ujjain APMC,Soybean,Yellow,2026-06-20,4018.95,5076.37,4513.81,44.6
Madhya Pradesh,Ujjain,Ujjain APMC,Wheat,Sharbati,2026-06-20,2610.46,3065.75,2833.95,102.2
Maharashtra,Ahmednagar,Kopargaon,Onion,Red,2026-06-21,2005.01,2402.54,2116.21,117.5
Maharashtra,Ahmednagar,Kopargaon,Tomato,Hybrid,2026-06-21,1839.45,2118.88,1943.89,140.4
Maharashtra,Ahmednagar,Kopargaon,Soybean,Yellow,2026-06-21,3788.18,4808.15,4239.99,121.4
Maharashtra,Ahmednagar,Kopargaon,Wheat,Sharbati,2026-06-21,2357.93,2924.63,2656.61,126.2
Madhya Pradesh,Indore,Indore Mandi,Onion,Red,2026-06-21,2153.06,2570.81,2287.04,80.0
Madhya Pradesh,Indore,Indore Mandi,Tomato,Hybrid,2026-06-21,1742.5,2132.91,1953.55,110.1
Madhya Pradesh,Indore,Indore Mandi,Soybean,Yellow,2026-06-21,4173.92,4941.95,4627.8,97.9
Madhya Pradesh,Indore,Indore Mandi,Wheat,Sharbati,2026-06-21,2651.66,3089.68,2910.77,132.2
Maharashtra,Jalgaon,Jalgaon Main,Onion,Red,2026-06-21,2006.79,2376.25,2122.4,76.4
Maharashtra,Jalgaon,Jalgaon Main,Tomato,Hybrid,2026-06-21,1864.6,2133.54,2008.91,157.5
Maharashtra,Jalgaon,Jalgaon Main,Soybean,Yellow,2026-06-21,3936.96,4876.87,4276.44,138.2
Maharashtra,Jalgaon,Jalgaon Main,Wheat,Sharbati,2026-06-21,2417.91,3058.57,2671.92,198.4
Maharashtra,Nandurbar,Nandurbar APMC,Onion,Red,2026-06-21,1858.13,2312.98,2013.03,125.4
Maharashtra,Nandurbar,Nandurbar APMC,Tomato,Hybrid,2026-06-21,1577.04,1932.4,1749.34,140.0
Maharashtra,Nandurbar,Nandurbar APMC,Soybean,Yellow,2026-06-21,3816.87,4754.16,4273.48,77.4
Maharashtra,Nandurbar,Nandurbar APMC,Wheat,Sharbati,2026-06-21,2388.0,2810.16,2664.49,184.5
Maharashtra,Nashik,Lasalgaon,Onion,Red,2026-06-21,1833.82,2145.23,2038.36,90.0
Maharashtra,Nashik,Lasalgaon,Tomato,Hybrid,2026-06-21,1666.03,1948.65,1774.08,130.8
Maharashtra,Nashik,Lasalgaon,Soybean,Yellow,2026-06-21,3927.74,4661.5,4160.01,141.8
Maharashtra,Nashik,Lasalgaon,Wheat,Sharbati,2026-06-21,2283.88,2718.84,2586.61,133.7
Maharashtra,Nashik,Pimpalgaon,Onion,Red,2026-06-21,1872.8,2267.95,1980.06,136.9
Maharashtra,Nashik,Pimpalgaon,Tomato,Hybrid,2026-06-21,1546.31,1819.24,1680.56,125.0
Maharashtra,Nashik,Pimpalgaon,Soybean,Yellow,2026-06-21,3646.16,4399.87,4142.94,176.8
Maharashtra,Nashik,Pimpalgaon,Wheat,Sharbati,2026-06-21,2396.57,2771.38,2586.68,115.7
